timestamp,symbol,open,high,low,close,volume
20/8/21 0:00,LINKUSDT.HB,27.1,27.1,27.0999,27.0999,39.54
20/8/21 0:00,LINKUSDT.HB,27.0923,27.0923,27.0923,27.0923,0.2
20/8/21 0:00,LINKUSDT.HB,27.0923,27.0923,27.0923,27.0923,2
20/8/21 0:00,LINKUSDT.HB,27.0924,27.0924,27.0924,27.0924,4
20/8/21 0:00,LINKUSDT.HB,27.0925,27.0925,27.0925,27.0925,0.74
20/8/21 0:00,LINKUSDT.HB,27.0987,27.0987,27.0987,27.0987,0.27
20/8/21 0:00,LINKUSDT.HB,27.0987,27.0993,27.0815,27.0864,361.29
20/8/21 0:00,LINKUSDT.HB,27.088,27.0886,27.088,27.0886,58.22
20/8/21 0:00,LINKUSDT.HB,27.0879,27.1033,27.0879,27.1033,304.5
20/8/21 0:00,LINKUSDT.HB,27.107,27.113,27.107,27.113,227.83
20/8/21 0:00,LINKUSDT.HB,27.1077,27.1132,27.1042,27.1118,65.78
20/8/21 0:00,LINKUSDT.HB,27.1132,27.119,27.1114,27.1114,144.8
20/8/21 0:00,LINKUSDT.HB,27.1112,27.119,27.1034,27.1128,245.31
20/8/21 0:00,LINKUSDT.HB,27.1189,27.133,27.1189,27.1209,273.34
20/8/21 0:00,LINKUSDT.HB,27.1226,27.1248,27.1086,27.1248,128.9
20/8/21 0:00,LINKUSDT.HB,27.1231,27.1231,27.123,27.123,57.26
20/8/21 0:00,LINKUSDT.HB,27.1213,27.1213,27.1213,27.1213,3.42
20/8/21 0:00,LINKUSDT.HB,27.1213,27.1213,27.1213,27.1213,3.94
20/8/21 0:00,LINKUSDT.HB,27.1047,27.1047,27.1001,27.1001,37.32
20/8/21 0:00,LINKUSDT.HB,27.0985,27.0985,27.0783,27.0896,61.53
20/8/21 0:00,LINKUSDT.HB,27.0797,27.094,27.0797,27.0798,6
20/8/21 0:00,LINKUSDT.HB,27.0813,27.0814,27.0813,27.0814,10.8
20/8/21 0:00,LINKUSDT.HB,27.0813,27.0895,27.0813,27.0895,196.8
20/8/21 0:00,LINKUSDT.HB,27.0895,27.1045,27.0879,27.1045,75.91
20/8/21 0:00,LINKUSDT.HB,27.1019,27.1165,27.1019,27.1073,182.2
20/8/21 0:00,LINKUSDT.HB,27.1112,27.1112,27.1112,27.1112,1.47
20/8/21 0:00,LINKUSDT.HB,27.1193,27.1193,27.1027,27.1028,13
20/8/21 0:00,LINKUSDT.HB,27.0968,27.0968,27.0968,27.0968,14.71
20/8/21 0:00,LINKUSDT.HB,27.0967,27.0967,27.0891,27.0966,26.68
20/8/21 0:00,LINKUSDT.HB,27.0893,27.0954,27.0893,27.0954,13.72
20/8/21 0:00,LINKUSDT.HB,27.0954,27.0956,27.0954,27.0956,8.22
20/8/21 0:00,LINKUSDT.HB,27.106,27.106,27.106,27.106,0.36
20/8/21 0:00,LINKUSDT.HB,27.1044,27.1103,27.1043,27.1103,136.09
20/8/21 0:00,LINKUSDT.HB,27.1098,27.1098,27.1044,27.1044,64.92
20/8/21 0:00,LINKUSDT.HB,27.1142,27.1142,27.1005,27.1106,110.8
20/8/21 0:00,LINKUSDT.HB,27.0941,27.0941,27.09,27.09,5.84
20/8/21 0:00,LINKUSDT.HB,27.0892,27.0892,27.0889,27.0889,30.11
20/8/21 0:00,LINKUSDT.HB,27.0885,27.0885,27.0885,27.0885,10
20/8/21 0:00,LINKUSDT.HB,27.0893,27.0894,27.0839,27.0839,34.38
20/8/21 0:00,LINKUSDT.HB,27.0851,27.0894,27.0834,27.0834,64.47
20/8/21 0:00,LINKUSDT.HB,27.0807,27.0811,27.0807,27.0811,9.87
20/8/21 0:00,LINKUSDT.HB,27.0819,27.0819,27.0708,27.0727,222.61
20/8/21 0:00,LINKUSDT.HB,27.0845,27.0845,27.0522,27.0551,72.46
20/8/21 0:00,LINKUSDT.HB,27.0522,27.0642,27.0376,27.0381,159.68
20/8/21 0:00,LINKUSDT.HB,27.048,27.048,27.0292,27.0429,58.48
20/8/21 0:00,LINKUSDT.HB,27.0292,27.0429,27.0116,27.0116,292.38
20/8/21 0:00,LINKUSDT.HB,27.0117,27.0201,27.005,27.0102,92.9
20/8/21 0:00,LINKUSDT.HB,27.0102,27.0177,27.0102,27.0102,52.59
20/8/21 0:00,LINKUSDT.HB,27.0053,27.0054,27.0053,27.0053,97.94
20/8/21 0:01,LINKUSDT.HB,27.0065,27.0065,27.0065,27.0065,0.37
20/8/21 0:01,LINKUSDT.HB,27.0157,27.0431,27.0129,27.023,991.34
20/8/21 0:01,LINKUSDT.HB,27.0476,27.049,27.0475,27.049,34.1
20/8/21 0:01,LINKUSDT.HB,27.0491,27.059,27.044,27.044,79.67
20/8/21 0:01,LINKUSDT.HB,27.032,27.0498,27.032,27.032,60.6
20/8/21 0:01,LINKUSDT.HB,27.0494,27.0494,27.032,27.0479,74.59
20/8/21 0:01,LINKUSDT.HB,27.0492,27.0492,27.0358,27.0476,25.88
20/8/21 0:01,LINKUSDT.HB,27.0476,27.0476,27.035,27.0473,30.88
20/8/21 0:01,LINKUSDT.HB,27.0472,27.0472,27.0325,27.0364,112.8
20/8/21 0:01,LINKUSDT.HB,27.0321,27.0437,27.023,27.023,12.62
20/8/21 0:01,LINKUSDT.HB,27.0406,27.0436,27.0249,27.0436,15.9
20/8/21 0:01,LINKUSDT.HB,27.0434,27.0434,27.0432,27.0432,1.33
20/8/21 0:01,LINKUSDT.HB,27.0433,27.0433,27.0432,27.0432,1.72
20/8/21 0:01,LINKUSDT.HB,27.0262,27.0405,27.0262,27.0405,19.98
20/8/21 0:01,LINKUSDT.HB,27.0259,27.0259,27.023,27.0258,80.86
20/8/21 0:01,LINKUSDT.HB,27.0116,27.0175,27.0116,27.0175,0.88
20/8/21 0:01,LINKUSDT.HB,27.0117,27.0209,27.0078,27.0078,103.73
20/8/21 0:01,LINKUSDT.HB,27.0148,27.0148,27.0148,27.0148,0.44
20/8/21 0:01,LINKUSDT.HB,27.0116,27.0116,27.0116,27.0116,1.12
20/8/21 0:01,LINKUSDT.HB,27.0198,27.0275,27.0198,27.0275,10
20/8/21 0:01,LINKUSDT.HB,27.0384,27.0384,27.0378,27.0378,7.23
20/8/21 0:01,LINKUSDT.HB,27.0521,27.0521,27.043,27.043,6.32
20/8/21 0:01,LINKUSDT.HB,27.0303,27.0303,27.0303,27.0303,4.52
20/8/21 0:01,LINKUSDT.HB,27.0376,27.0376,27.0175,27.0176,82.64
20/8/21 0:01,LINKUSDT.HB,27.0116,27.0116,27.0116,27.0116,16.76
20/8/21 0:01,LINKUSDT.HB,27.0059,27.0059,27.0059,27.0059,0.43
20/8/21 0:01,LINKUSDT.HB,27.0201,27.0201,27.0201,27.0201,62.06
20/8/21 0:01,LINKUSDT.HB,27.0183,27.0183,27.0183,27.0183,0.74
20/8/21 0:01,LINKUSDT.HB,27.0281,27.0284,27.0281,27.0284,1.25
20/8/21 0:01,LINKUSDT.HB,27.0247,27.0247,27.0245,27.0246,56.14
20/8/21 0:01,LINKUSDT.HB,27.0189,27.0189,27.0189,27.0189,4.76
20/8/21 0:01,LINKUSDT.HB,27.0117,27.0117,27.0051,27.0051,63.72
20/8/21 0:01,LINKUSDT.HB,27.005,27.005,26.9946,26.9946,562.5
20/8/21 0:01,LINKUSDT.HB,26.9949,26.9949,26.9949,26.9949,2.2
20/8/21 0:01,LINKUSDT.HB,26.995,27.0026,26.9947,26.9947,98.11
20/8/21 0:01,LINKUSDT.HB,26.9946,26.9946,26.965,26.965,168.22
20/8/21 0:01,LINKUSDT.HB,26.9666,26.9666,26.9541,26.9634,145.19
20/8/21 0:01,LINKUSDT.HB,26.962,26.962,26.9524,26.9524,10.13
20/8/21 0:01,LINKUSDT.HB,26.9516,26.9523,26.9437,26.9522,106.52
20/8/21 0:01,LINKUSDT.HB,26.9567,26.9567,26.9529,26.9529,4.61
20/8/21 0:01,LINKUSDT.HB,26.9531,26.9531,26.9382,26.9472,207.66
20/8/21 0:01,LINKUSDT.HB,26.9343,26.9585,26.9343,26.9585,10.02
20/8/21 0:01,LINKUSDT.HB,26.966,26.966,26.9554,26.9563,21.64
20/8/21 0:01,LINKUSDT.HB,26.9576,26.9658,26.9576,26.9657,60.91
20/8/21 0:01,LINKUSDT.HB,26.9757,26.9757,26.9757,26.9757,0.23
20/8/21 0:01,LINKUSDT.HB,26.9823,26.9823,26.9823,26.9823,9
20/8/21 0:01,LINKUSDT.HB,26.9882,26.9882,26.9798,26.982,70.33
20/8/21 0:01,LINKUSDT.HB,26.9798,26.9848,26.9798,26.9824,38.3
20/8/21 0:01,LINKUSDT.HB,26.9812,26.9812,26.9812,26.9812,3.75
20/8/21 0:01,LINKUSDT.HB,26.9877,26.9877,26.9797,26.9798,8.2
20/8/21 0:01,LINKUSDT.HB,26.9767,26.9767,26.9767,26.9767,2.22
20/8/21 0:01,LINKUSDT.HB,26.9586,26.9603,26.9586,26.9588,70.74
20/8/21 0:01,LINKUSDT.HB,26.9769,26.9769,26.9769,26.9769,0.67
