timestamp,symbol,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10
20/8/21 0:00,LINKUSDT.HB,27.0935,27.0925,27.0924,27.0891,27.0876,27.086,27.0844,27.0808,27.0791,27.079,22,11.92,36.9,26.48,147.57,54.21,48.6,24,26.82,2.5,27.1005,27.1006,27.1107,27.1117,27.113,27.1134,27.1142,27.1216,27.1217,27.1233,11.84,18.96921485,22,95,4.9,95,7.95,100,88.03,36.9
20/8/21 0:00,LINKUSDT.HB,27.094,27.0912,27.0902,27.0891,27.0884,27.0844,27.0838,27.0818,27.0808,27.079,0.31,22,14.4,26.48,54.21,48.6,20,38.45,18.45,2.5,27.1003,27.1004,27.1029,27.103,27.1034,27.1038,27.1039,27.1083,27.1086,27.1092,11.84,11.84,6.64,22,95,17.14,95,11.84,20,11.84
20/8/21 0:00,LINKUSDT.HB,27.09,27.0891,27.0852,27.0845,27.0844,27.0796,27.079,27.0779,27.0772,27.0769,4.75,26.48,22,3.36,48.6,54.21,2.5,36.92,2.3,2.5,27.0926,27.0941,27.0946,27.0957,27.0982,27.0984,27.0985,27.0986,27.1004,27.1042,60,10,70,40,4.88,117,11.82,11.82,95,18.45
20/8/21 0:00,LINKUSDT.HB,27.0812,27.08,27.079,27.0779,27.0772,27.0769,27.0763,27.0758,27.0755,27.0748,0.92,22,2.5,36.92,2.3,2.5,48.6,20,147.58,160,27.0888,27.0889,27.089,27.0983,27.0984,27.1012,27.1031,27.1082,27.1089,27.1098,11.82,11.94169021,10,3.73,117,55.2,24.3,76.9,36.92,0.77
20/8/21 0:00,LINKUSDT.HB,27.087,27.086,27.0849,27.084,27.0827,27.0798,27.079,27.0779,27.0772,27.0769,22,13.06,62.06,54.21,95,23.58,2.5,36.92,2.3,2.5,27.097,27.0971,27.0984,27.103,27.1031,27.1088,27.1089,27.1092,27.1098,27.1105,11.82,11.82,95,1.14,24.3,2.55,36.92,55.2,0.77,100
20/8/21 0:00,LINKUSDT.HB,27.0832,27.0829,27.079,27.0779,27.0772,27.0769,27.0763,27.076,27.0755,27.0748,22,5.79,2.5,36.92,2.3,2.5,48.6,54.21,147.58,160,27.0839,27.0937,27.0938,27.094,27.0942,27.0954,27.0955,27.0957,27.0981,27.1007,7.04,6.64,0.81,0.97,95,11.35,101.35,95,90,55.2
20/8/21 0:00,LINKUSDT.HB,27.0841,27.084,27.0791,27.079,27.0783,27.0779,27.0772,27.0769,27.0763,27.0755,22,9.17,0.32,2.5,54.21,36.92,2.3,2.5,48.6,147.58,27.0934,27.0937,27.1019,27.102,27.1031,27.1032,27.1073,27.1083,27.1088,27.1089,2.55,195.99,7.97,22,24.3,55.2,55.88,55.97,0.77,36.92
20/8/21 0:00,LINKUSDT.HB,27.0802,27.079,27.078,27.0779,27.0772,27.0769,27.0763,27.0748,27.0742,27.0718,22.32,2.5,4.66,36.92,2.3,2.5,48.6,160,54.21,16.42,27.0899,27.09,27.0903,27.0904,27.0905,27.0907,27.092,27.0921,27.1022,27.1031,7.97,3.75,10.99,10.99,10.99,95,62.06,95,55.2,24.3
20/8/21 0:00,LINKUSDT.HB,27.0802,27.079,27.078,27.0779,27.0772,27.0769,27.0763,27.0755,27.0748,27.0728,22.32,2.5,5.34,36.92,2.3,2.5,48.6,54.21,160,36.92,27.0896,27.0897,27.0898,27.0907,27.092,27.0921,27.0955,27.0966,27.1002,27.1006,3.53,16.03,1.53,95,62.06,95,10,20,18.45,40
20/8/21 0:00,LINKUSDT.HB,27.0818,27.0817,27.079,27.0779,27.0772,27.0769,27.0763,27.0761,27.0748,27.074,4.8,22,2.5,36.92,2.3,2.5,48.6,54.21,160,20,27.0893,27.0896,27.0897,27.0943,27.0944,27.0945,27.0955,27.0966,27.0978,27.1006,0.86,10.99,10.99,10.99,7.03,22,10,20,54.88,117.74
