timestamp,symbol,open,high,low,close,volume
20/8/21 0:00,LINKUSDT.BNC,27.101,27.101,27.101,27.101,0.74
20/8/21 0:00,LINKUSDT.BNC,27.1,27.1,27.095,27.095,509.39
20/8/21 0:00,LINKUSDT.BNC,27.095,27.1,27.09,27.09,483.85
20/8/21 0:00,LINKUSDT.BNC,27.1,27.101,27.1,27.101,19.82
20/8/21 0:00,LINKUSDT.BNC,27.092,27.092,27.091,27.091,2.82
20/8/21 0:00,LINKUSDT.BNC,27.091,27.1,27.091,27.1,2.2
20/8/21 0:00,LINKUSDT.BNC,27.1,27.1,27.1,27.1,2.76
20/8/21 0:00,LINKUSDT.BNC,27.094,27.094,27.094,27.094,3.34
20/8/21 0:00,LINKUSDT.BNC,27.095,27.095,27.095,27.095,9.8
20/8/21 0:00,LINKUSDT.BNC,27.102,27.102,27.08,27.088,707.3
20/8/21 0:00,LINKUSDT.BNC,27.09,27.094,27.086,27.086,323.18
20/8/21 0:00,LINKUSDT.BNC,27.088,27.095,27.084,27.095,68.01
20/8/21 0:00,LINKUSDT.BNC,27.095,27.095,27.095,27.095,0.37
20/8/21 0:00,LINKUSDT.BNC,27.095,27.095,27.091,27.091,22.57
20/8/21 0:00,LINKUSDT.BNC,27.095,27.113,27.095,27.113,302.59
20/8/21 0:00,LINKUSDT.BNC,27.113,27.123,27.105,27.122,439.33
20/8/21 0:00,LINKUSDT.BNC,27.122,27.123,27.103,27.119,109.07
20/8/21 0:00,LINKUSDT.BNC,27.119,27.125,27.118,27.121,241.37
20/8/21 0:00,LINKUSDT.BNC,27.11,27.132,27.11,27.132,343.63
20/8/21 0:00,LINKUSDT.BNC,27.132,27.145,27.119,27.12,3095.05
20/8/21 0:00,LINKUSDT.BNC,27.117,27.128,27.117,27.124,228.78
20/8/21 0:00,LINKUSDT.BNC,27.128,27.135,27.121,27.121,25.18
20/8/21 0:00,LINKUSDT.BNC,27.121,27.14,27.12,27.14,99.29
20/8/21 0:00,LINKUSDT.BNC,27.122,27.128,27.121,27.121,206.97
20/8/21 0:00,LINKUSDT.BNC,27.119,27.12,27.083,27.083,635.84
20/8/21 0:00,LINKUSDT.BNC,27.091,27.096,27.082,27.085,36.43
20/8/21 0:00,LINKUSDT.BNC,27.086,27.086,27.083,27.083,65.35
20/8/21 0:00,LINKUSDT.BNC,27.083,27.093,27.083,27.087,21.51
20/8/21 0:00,LINKUSDT.BNC,27.09,27.094,27.086,27.088,64.76
20/8/21 0:00,LINKUSDT.BNC,27.09,27.107,27.088,27.107,87.84
20/8/21 0:00,LINKUSDT.BNC,27.104,27.122,27.098,27.122,751.79
20/8/21 0:00,LINKUSDT.BNC,27.123,27.123,27.109,27.122,7.42
20/8/21 0:00,LINKUSDT.BNC,27.116,27.116,27.112,27.114,51.98
20/8/21 0:00,LINKUSDT.BNC,27.114,27.114,27.094,27.094,76.93
20/8/21 0:00,LINKUSDT.BNC,27.1,27.101,27.085,27.101,174.91
20/8/21 0:00,LINKUSDT.BNC,27.104,27.104,27.092,27.092,58.23
20/8/21 0:00,LINKUSDT.BNC,27.102,27.125,27.1,27.125,943.09
20/8/21 0:00,LINKUSDT.BNC,27.118,27.118,27.118,27.118,2.43
20/8/21 0:00,LINKUSDT.BNC,27.103,27.115,27.103,27.106,418.19
20/8/21 0:00,LINKUSDT.BNC,27.112,27.116,27.112,27.116,110.64
20/8/21 0:00,LINKUSDT.BNC,27.105,27.108,27.103,27.103,64.55
20/8/21 0:00,LINKUSDT.BNC,27.098,27.102,27.093,27.102,39.71
20/8/21 0:00,LINKUSDT.BNC,27.097,27.097,27.084,27.084,148.94
20/8/21 0:00,LINKUSDT.BNC,27.094,27.095,27.08,27.093,330.68
20/8/21 0:00,LINKUSDT.BNC,27.092,27.095,27.092,27.095,5.67
20/8/21 0:00,LINKUSDT.BNC,27.096,27.097,27.087,27.091,28.63
20/8/21 0:00,LINKUSDT.BNC,27.091,27.092,27.087,27.087,40.93
20/8/21 0:00,LINKUSDT.BNC,27.083,27.091,27.082,27.09,7.64
20/8/21 0:00,LINKUSDT.BNC,27.083,27.091,27.08,27.091,45.87
20/8/21 0:00,LINKUSDT.BNC,27.09,27.094,27.084,27.084,391.2
20/8/21 0:00,LINKUSDT.BNC,27.085,27.092,27.074,27.08,154.23
20/8/21 0:00,LINKUSDT.BNC,27.076,27.076,27.05,27.05,960.38
